product_name,food_groups_en,nova_group,nutriscore_grade,nutriscore_score,ecoscore_grade,ecoscore_score,ingredients_text
Gourmet-Preiselbeeren,"Fruits and vegetables,Fruits",4,d,13,c,59.0,"33% Preiselbeeren, Zucker, Trinkwasser, Glukose-Fruktose-Sirup, 5,6% Äpfel, 2,3% Apfelsaftkonzentrat, Geliermittel: Pektin; 0,7% Meerrettichzubereitung (Meerrettich, Wasser, Stabilisator: Xanthan, Säuerungsmittel: Ascorbinsäure; Speisesalz), Säuerungsmittel: Citronensäure, Festigkeitsmittel: Calciumcitrat."
"Stückige Tomaten fein gehackt, in Tomatensaft","Fruits and vegetables,Vegetables",1,a,-5,a-plus,116.0,"65% stückige Tomaten, Tomatensaft, Säuerungsmittel: Citronensäure"
Stückige Tomaten mit Basilikum,"Fats and sauces,Dressings and sauces",1,a,-5,a-plus,116.0,"65% stückige Tomaten, Tomatensaft, Basilikum, Säuerungsmittel: Citronensäure"
Erdnussbutter Cremig,"Cereals and potatoes,Legumes",4,d,14,d,35.0,"91% Erdnüsse, Zucker, Sojabohnenöl (ganz gehärtet), Salz, Emulgator: Mono - und Diglyceride von Speisefettsäuren."
Galettes de Maïs,"Cereals and potatoes,Cereals",3,c,3,b,69.0,"99,7% maïs*, 0,3% sel de mer. *Issu de l'agriculture biologique."
Turrón,"Sugary snacks,Sweets",3,e,21,d,38.0,"60% cacahuete tostado, azúcar, 0,2% clara de huevo*. *Huevos de gallinas criadas en el suelo. Puede contener trazas de frutos de cáscara y sésamo."
Zarte Haferflocken,"Cereals and potatoes,Breakfast cereals",1,a,-5,b,62.0,"100% Hafervollkornflocken. Kann Spuren von Weizen, Roggen, Gerste, Senf und Lupinen enthalten."
,"Fruits and vegetables,Dried fruits",3,d,11,b,69.0,"99,5% Sultaninen, Baumwollsaatöl."
Bio Salatkerne Mix,,1,a,-8,d,43.0,"50% Sonnenblumenkerne¹, 20% Kürbiskerne, 15% Sesam, 15% Cashewkerne'. 'aus kontrolliert ökologischem Anbau. Kann Spuren von glutenhaltigem Getreide, anderen Schalenfrüchten und Soja enthalten."
Citromlé koncentrátumból,"Beverages,Unsweetened beverages",3,b,-2,d,36.0,"99,88% citromlé sűrítményből, antioxidáns: aszkorbinsav, tartósítószer: kálium-metabiszulfit"
Narancslé gyümölcshússal,"Beverages,Unsweetened beverages",1,c,5,b,66.0,100% narancs
High Protein Grießpudding Zimt,"Milk and dairy products,Dairy desserts",4,a,-1,b,73.0,"44% Milcheiweißerzeugnis, 44% Magermilch, 5,3% Hartweizengrieẞ, Sahne, modifizierte Stärke, Zimt, Xanthan, natürliches Vanille-Aroma, Natriumphosphate, färbende Pflanzenkonzentrate (Saflor, Paprika), Sucralose, Acesulfam K"
Sandwich Scheiben mit  Gouda,"Milk and dairy products,Cheese",4,e,24,d,35.0,"37 % Käse, 33% Gouda, rekonstituierte Mager - milch, Butter, Magermilchpulver, Schmelz - salz: Natriumcitrate; Speisesalz, Säuerungs - mittel: Citronensäure; Trennmittel: Lecithine."
Strawberries And Bananas Smoothie,"Beverages,Unsweetened beverages",1,d,8,d,39.0,"31% Strawberry Purée, 23% Apple Juice, 22% Banana Purée, 15% Grape Juice, 6% Orange Juice, 3% Blackcurrant Purée."
Mayonnaise à la moutarde de Dijon,"Fats and sauces,Dressings and sauces",4,e,20,d,37.0,"70% huile de cola, eau, 6% jaune d'œuf, moutarde de Dijon (eau, graines de moutarde, vinaigre, sel, acidifiant : acide citrique), vinaigre de vin blanc, sel, sucre, vinaigre (betterave, canne à sucre), amidon modifié de maïs, concentré de carthame des teinturiers à propriété colorante, arôme naturel de moutarde (contient moutarde), extrait de marc de pommes, jus de citron concentré."
Dinkel Hafer Müsli Früchte-Feige,"Cereals and potatoes,Breakfast cereals",3,b,1,a,82.0,"35% Dinkelweizenvollkornflocken', 35% Hafervollkornflocken, 10% getrocknete Feigenstücke (Feigen', Reismehl), 7% Sultaninen (Sultaninen', Sonnenblumenöl¹), 7% getrocknete Weinbeeren (Weinbeeren', Sonnenblumenöl), 3% getrocknete Aprikosenstücke (Aprikosen, Reismehl), 3% getrocknete Apfelstücke. 'aus kontrolliert ökologischem Anbau. Kann Spuren von Schalenfrüchten, Soja, Sesam, Milch und Lupinen enthalten."
Dinkel Hafer Müsli - Schoko,"Cereals and potatoes,Breakfast cereals",3,b,1,a,82.0,"37% Dinkelweizenvollkornflocken', Hafervollkornflocken', 8% Zartbitterschokoladenblättchen (Kakaomasse, Rohrzucker', Kakaobutter), 8% Vollmilchschokoladenblättchen (Rohrzucker', Kakaobutter', Vollmilchpulver', Kakaomasse Kakao-Hafercrispies (Weizenmehl, Hafermehl', Zucker', fettarmes Kakaopulver, Gerstenmalzmehl', Meersalz), Roggenvollkornflocken', Mandeln' geröstet gehackt, Haselnüsse' geröstet. 'aus kontrolliert ökologischem Anbau. Kann Spuren von anderen Schalenfrüchten, Soja, Sesam und Lupinen enthalten."
Räucherscheiben,"Milk and dairy products,Cheese",4,e,21,d,35.0,"75% Käse (pasteurisierte Kuhmilch, Speisesalz, Käsereikulturen, mikrobielles Lab), Wasser, 4% Chili, Butter, 2,5% Paprika Tot, Magermilchpulver, Milcheiweiß, Schmelzsalze: Natriumcitrate, Natriumphosphate; Branntweinessig, Zucker, modifizierte Stärke, Speisesalz, Buchenholzrauch."
Californian Pistachios roasred & salted,"Fruits and vegetables,Dried fruits",3,c,6,d,38.0,"98,5% pistaches, 1.5% sel"
eierwafels,"Sugary snacks,Biscuits and cakes",4,e,27,c,46.0,"32% ei*, suiker, tarwebloem, palmvet, lupinemeel, magere melkpoeder, zout, emulgator: lecithinen; natuurlijk vanillearoma. *van scharreleieren. Kan sporen van noten bevatten. Tegen warmte en vochtigheid beschermen. Ongeopend,"
Peanut Butter 100% Cacahuetes,"Cereals and potatoes,Legumes",1,b,-2,c,52.0,100% cacahuetes tostados
Pavé de Thon Marine,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish",4,b,2,e,21.0,"85% Thon Albacore (poisson), eau, 1,5% sel, sirop de glucose, correcteurs d'acidité  : acétate de sodium, citrate de sodium ; betterave poudre, antioxydants : ascorbate de sodium ; arôme naturel de paprika, arôme naturel de curcuma. *issu de l'agriculture biologique."
6 Quenelles Nature aux Oeufs Frais,"Composite foods,One-dish meals",4,c,5,b,67.0,"26% œufs* frais, farine de blé, eau, huile de colza, 10% blancs d'œufs*, sel, arôme naturel. *Issus de poules élevées en plein air. Traces éventuelles de poissons et de lait."
Huile d'olive vierge extra,"Fats and sauces,Fats",2,b,0,b,68.0,100% huile d'olive vierge extra (origine : Espagne). Ingrédient issu de l'agriculture biologique.
Taboulet au poulet,"Composite foods,One-dish meals",4,a,-2,b,62.0,"61,5% semoule de blé dur réhydratée, 10,4% poivrons, 10,4% viande de cuisse de poulet traité en salaison rôti (9,2% viande de cuisse de poulet (Origine: France), eau, fécule de manioc, dextrose, sel), 7% tomates, 2,6% maïs doux, vinaigre d'alcool, huile de colza, huile d'olive vierge extra, sel, persil plat, coriandre, arôme naturel, arôme naturel de poivre, conservateur: sorbate de potassium, arôme naturel de à citron, paprika, circuma. Traces éventuelles de lait, d’œuf, de céleri, de poisson, de crustacé, de mollusques, de soja et de fruits à coque."
8 Saucisses de Toulouse au piment d’Espelette,"Fish‚ Meat‚ Eggs,Processed meat",4,d,18,f,13.0,"89% viande de porc (origine : France), eau, acidifiants: lactate de potassium, acétates de sodium; sel, dextrose, poivre, sucre, 0,3% piment d'Espelette, antioxydants acide ascorbique, extraits de romarin; plante aromatique, arômes naturels. Boyeau naturel de porc."
Doughie Chocolate Chip,"Milk and dairy products,Ice cream",4,e,21,b,72.0,"42 % vegaanista vaniljajäätelöä [vesi, glukoosisiirappi, sokeri, kookosöljy, maltodekstriini, rypälesokeri, soijaproteiini-isolaatti, palmurasva*, stabilointiaineet (johanneksenleipäpuujauhe, guarkumi, natriumkarboksimetyyliselluloosa), luontainen vanilja-aromi, suola, vaniljajauhe, väri (annatto, biksiini)], gluteeniton kaurajauho, vegaaninen levite [sheavoi, vesi, kookosöljy, rapsiöljy, suola, porkkanatäysmehu, emulgointiaine (lesitiinit), sitruunatäysmehutiiviste, luontainen auringonkukkaöljyaromi], gluteeniton kaurajuoma (vesi, gluteeniton kaura, auringonkukkaöljy, suola), raakaruokosokeri, tumma suklaapala [kaakaomassa ***, sokeri, kaakaovoj***, emulgointiaine (soijalesitiini), luontainen vanilja-aromi), riisijauho, emulgointiaine (soijalesitiini), merisuola, vaniljauute. *vastuullisesti tuotettu ja sertifioitu."
Eis,"Milk and dairy products,Ice cream",4,d,18,b,67.0,"36% Schlagsahne, eingedickte entrahmte Milch, Zucker, 14% Erdbeerpüree, 7% Erdbeeren, Eigelb, Glukosesirup, Stabilisatoren: Carrageen, Johannisbrotkernmehl; Zitronensaftkonzentrat, natürliches Aroma."
Pomme avec morceaux,"Fruits and vegetables,Fruits",3,a,-2,a,89.0,"90% pommes, sucre, acidifiant: acide citrique; antioxydant: acide ascorbique."
Beurre de cacahuètes Smooth,"Cereals and potatoes,Legumes",3,b,2,d,38.0,"99,3% cacahuètes (arachides) grillées', sel marin. 'ingrédient issu de l'agriculture biologique. Sans huile de palme."
,"Cereals and potatoes,Legumes",1,c,4,b,68.0,"99,3% arachidi tostate, sale CH IT Preparazione spalmabile a base di arachidi con pezzetti di marino. 'Da agricoltura biologica. Può contenere tracce di semi di sesamo SENZA GLUTINE."
Premium Knuspermüsli Triple Choc,"Cereals and potatoes,Breakfast cereals",4,c,10,b,67.0,"56 % Hafervollkornflocken, 9,6 % Schokoladeröllchen-Mischung (Zucker, Kakaomasse*, Kakaobutter, Vollmilchpulver, Butterfett, Süßmolkenpulver, Emulgator: Lecithine; mageres Kakaopulver*), Zucker, geröstete und gemälzte Weizenflocken (Weizen, Gerstenmalz, Emulgator: Lecithine), Palmöl, Reiserzeugnis (Reismehl, Weizenmehl, Zucker, Gerstenmalz, Speisesalz), 2,7 % geröstete Mandelscheiben, Hafervollkornmehl, Glukosesirup, 0,8 % karamellisierte Mandelstücke (0,6 % Mandeln, Zucker), mageres Kakaopulver*, Honig, Speizesalz, karamellisierter Zucker. Kann Spuren von anderen Schalenfrüchten, Soja und anderem glutenhaltigem Getreide enthalten."
Knuspermüsli Honig & Nuss,"Cereals and potatoes,Breakfast cereals",4,c,10,b,62.0,"54% Vollkornhaferflocken, Zucker, Palmöl, 4,5% Mandeln, Hafererzeugnis (Hafermehl, Reismehl, Weizenmehl, Zucker, Gerstenmalz, Speisesalz), Vollkornweizenflocken, Weizenmehl, Invertzucker, 2,5% Cashewnüsse, 2% geröstete Haselnussstücke, 2% Honig, 1% Paranussscheiben, 1% Pekannusstücke, Speisesalz, Melasse. Kann Spuren von anderem glutenhaltigen Getreide, Milch und Soja enthalten."
Crunchy burger con lenticchie e spinaci,,4,a,0,b,60.0,"26% lenticchie, 25% panatura [panatura di corn flakes (13%** fiocchi di mais, sale, zucchero, estratto di malto d'orzo), pastella (acqua, farina di frumento, sale)], farina di soia fistrutturata e reidratata, olio di semi di girasole, 9% spinaci, carote, pangrattato (farina di grano tenero tipo &quot;0&quot;, lievito di birra, sale), cipolla, amido di pisello, glutine di grano, fibra di pisello, addensante: metilcellulosa; sale, aroma naturale, aglio disidratato, spezie, conservante: sorbato di potassio. **Riferito al prodotto finito. Può contenere tracce di sedano, senape e lupini."
"Crunchy Burger con lenticchie, zucca e pomodori secchi",,4,a,-1,b,63.0,"26% lenticchie, 25% panatura [panatura di corn flakes (13% fiocchi di mais, sale, zucchero, estratto di malto d'orzo), pastella (acqua, farina di frumento, sale)], 15% zucca, farina di soia ristrutturata e reidratata, olio di semi di girasole, pangrattato (farina di grano tenero tipo &quot;0&quot;, lievito di birra, sale), cipolla, amido di pisello, 1% pomodori secchi, glutine di grano, fibra di pisello, addensante: metilcellulosa; sale, aroma naturale, aglio disidratato, spezie, conservante: sorbato di potassio. Può contenere tracce di sedano, senape e lupini."
Mackerel Fillets In Spring Water,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish",1,a,-3,e,19.0,"68% Mackerel Fillets (Fish), Spring Water."
Gazpacho Fresco,"Fruits and vegetables,Soups",3,c,5,c,59.0,"76% tomate, 7,7% aceite de oliva virgen extra, agua, pepino, pimiento, vinagre, sal, ajo."
farro soffiato al cioccolato,"Cereals and potatoes,Breakfast cereals",4,d,11,c,45.0,"58,1% grano (farro) soffiato', zucchero di canna', sciroppo di mais!,4,5% cacao magro in polvere, 3,5% cioccolato fondente' (pasta di cacao', zucchero di canna, burro di cacao), emulsionante: lecitina di soial; estratto di vaniglia), olio di semi di girasole alto oleico Da agricoltura biologica. Può contenere tracce di frutta a guscio, altri cereali contenenti glutine (avena) e latte. Conservare in luogo fresco e asciutto, lontano da fonti di calore."
kipfilet mediterraanse stijl,"Fish‚ Meat‚ Eggs,Meat,Poultry",4,b,1,d,40.0,"88% kippenvlees, koolzaadolie, water, zetmeel (tarwe, aardappel), kruiden, tarwebloem, dextrose, specerijen, zout. glucosestroop, specerijextracten."
American Style Sandwich Vollkorn,"Cereals and potatoes,Bread",3,b,1,b,72.0,"57% Weizenvollkornmehl, Wasser, Weizenmehl, Rapsöl, Zucker, Hefe, Speisesalz, Säureregulator: Natriumacetate."
Kurczak Z Warzywami I Z Puree Z Dodatkiem Batatów,"Composite foods,One-dish meals",4,c,3,e,23.0,"40% pieczone warzywa [68%** cukinia w zmiennych proporcjach (cukinia zielona, cukinia żółta), 26,2%** fasolka szparagowa zielona, olej rzepakowy, sól, pieprz czarny], 35% puree ziemniaczane z dodatkiem batatów [67,9 %*** ziemniaki, 18,1 %*** bataty – słodkie ziemniaki, koncentrat białek mlecznych (z mleka), olej rzepakowy, sól, masło, przyprawy], 25% grillowany, parzony filet z kurczaka (80% mięso z kurczaka – w grillowanym, parzonym filecie z kurczaka, woda, białko z kurczaka, sól, błonnik pszenny, ekstrakty przypraw, glukoza, aromat, przyprawy). ** w pieczonych warzywach, *** w purée ziemniaczanym z dodatkiem batatów. Może zawierać gorczycę, jaja, seler, nasiona sezamu, soję"
Apfel-Bananen-Mark,"Fruits and vegetables,Fruits",1,a,-2,a-plus,97.0,"75% Apfel, 25% Bananen"
Pieczarki marynowane,"Fruits and vegetables,Vegetables",3,c,3,a,78.0,"50% pieczarki, woda, ocet spirytusowy, 5% marchew, 4% cebula, cukier, sól, przyprawy, gorczyca, regulator kwasowości: kwas cytrynowy; przeciwutleniacz: pirosiarczyn sodu."
Tortilla barbecue taste,"Salty snacks,Appetizers",4,c,8,b,68.0,"73% ziarna kukurydzy, 21% olej słonecznikowy, mieszanka przyprawowa o smaku Barbecue (słodko-wędzonym) (cukier, słodka serwatka w proszku (z mleka), sól, pomidory w proszku, aromaty, przyprawy, dekstroza, kwasy: kwas cytrynowy, kwas jabłkowy)"
Truite fumée,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish",3,d,17,f,3.0,"97% de truite, sel, correcteur d’acidité: l’actâtes de sodium.    168 cal.   MG 9,7 g dont 1,7 g acides gras saturés.  glucides 0 g dont sucrés 0g.   fibres alimentaires 0g.  protéines 20,1 g.      sel 3g.   acides gras oméga 3 : 1,26 g pour 100 g"
Bellarom Gold Lungo,"Beverages,Unsweetened beverages",1,b,-2,f,-5.0,100% café torréfié moulu. Certifié Rainforest Alliance.
Plant! No Beef Strips,,4,a,-1,c,50.0,"78% Hydrated Vegetable Protein (Water, 18% _Soya_ Protein, 3.8% _Wheat_ Protein), Vegetable Oil in Varying Proportions (Sunflower, Rapeseed), Thickener (Methyl Cellulose), Natural Flavourings, Spirit Vinegar, _Wheat_ Starch, Modified Maize Starch, Caramelised Sugar Syrup, Onion Powder, _Wheat_ Fibre, Garlic Powder, Water, Spices, Salt, Iron, Vitamin B12."
Middle Eastern Falafel,,4,a,-5,b,74.0,"51% Soaked Chickpeas (82% Chickpeas, Water), Courgette, Onion, Vegetable Oils in Varying Proportions (Sunflower, Rapeseed), of Wheat Flour, Spices (Cumin, Coriander, Paprika Powder, Ground White Pepper, Turmeric, Ginger, Lovage, Dill, Cardamom, Fennel Seeds, Caraway Seeds, Pimento, Cayenne Pepper), Garlic Purée, Potato Flakes, Wheat Protein, Parsley, Spirit Vinegar, Salt, Potato Starch, Natural Flavourings, Iron, Vitamin B12. May also contain Egg, Milk and Soya."
Roast Chicken Breast,"Fish‚ Meat‚ Eggs,Meat,Poultry",4,a,-4,e,22.0,"97% chicken Breast, dextrose, maize starch, salt"
Oaties,"Sugary snacks,Biscuits and cakes",4,d,17,a,76.0,"41% Oat Flakes, Sugar, Palm Oil, Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Wholemeal Wheat Flour, Invert Sugar Syrup, Sodium Carbonates, Ammonium Carbonates, Salt, Flavouring. May also contain Milk."
Maple & Pecan Peanut Spread,"Cereals and potatoes,Legumes",4,a,-7,c,46.0,"84% Roasted _Peanuts_, 6% _Pecan Nuts_, Sunflower Oil, Agave Syrup, Salt, Flavouring, Cinnamon, Sugar, Molasses Powder, Maple Syrup."
Pomme Banane allégé en sucres,"Fruits and vegetables,Fruits",3,a,-2,a,76.0,"80% purée de pomme, % purée de banane, sucre, acidifiant : acide citrique; antioxydant: acide ascorbique. *30% de sucres en moins qu'une compote classique."
Purée de pommes sans sucres ajoutés,"Fruits and vegetables,Fruits",1,a,-2,a,75.0,"99,9% purée de pomme, jus d'acérola concentré. *Contient des sucres naturellement présents dans les fruits, conformément à la réglementation des purées."
Knuspermüsli Alpenmilchschokolade,"Cereals and potatoes,Breakfast cereals",4,d,11,a,77.0,"54% Hafervollkornflocken, 6 % weiße Schokolade mit Alpenvollmilchpulver (Zucker, Kakaobutter*, Vollmilchpulver, Süßmolkenpulver, Emulgator: Lecithine), 6% Alpenvollmilchschokoladenstücke (Zucker, Kakaomasse*, Vollmilchpulver, Kakaobutter, Emulgator: Lecithine), Oligofruktose, Zucker, Sonnenblumenöl, 4 % gestiftelte, geröstete Mandeln, 4 % Kokoschips, Honig, Mais, Reismehl, Kakaopulver*, Kokosraspel, Speisesalz, Weizenkleber, Malzmehl (Gerste, Weizen), Gerstenmalzextrakt, Antioxidationsmittel: stark tocopherolhaltige Extrakte. Kann Spuren von weiteren glutenhaltigen Getreiden, Erdnüssen, anderen Schalenfrüchten, Soja, Sesam, Senf und Lupinen enthalten."
Paradis bleu,"Beverages,Unsweetened beverages",1,c,5,e,21.0,"65,5% jus de pomme, 18% jus de noix de coco, jus de raisin, 5% purée de goyave blanche, 5% jus de citron vert, jus de fruit de la passion, 0,4% extrait de spiruline à propriété colorante, vitamine C, niacine (vitamine B3), vitamine E, riboflavine (vitamine B2), vitamine B6, thiamine (vitamine B1)."
Smooth Peanut Butter,"Cereals and potatoes,Legumes",3,d,12,d,35.0,"91% geröstete Erdnusskerne, Rohzucker, Erdnussöl ganz gehärtet, Salz, Sesamöl. (2024 noch ohne Sesamöl und 0,5% mehr Ersnüsse)"
Emincés Poulet gyros,"Fish‚ Meat‚ Eggs,Meat,Poultry",4,a,-2,c,47.0,"85% filet de poulet (Origine*: Allemagne, Danemark, Pays-Bas), 10% oignons, huile de colza, sel, épices, huile de colza totalement hydrogénée, extraits d'épices. *selon approvisionnements"
Tortilla Chips,"Salty snacks,Appetizers",3,b,2,b,68.0,"77% Maize, 22% Sunflower Oil, 0.7% Salt."
halfvolle melk,"Milk and dairy products,Milk and yogurt",1,b,-1,c,57.0,100% halfvolle melk.
Rôti des chapon farci au foie gras et à l'abricot,"Fish‚ Meat‚ Eggs,Meat,Poultry",4,a,0,d,36.0,"61% chapon (Origine: France), 22% viande de dinde (Origine: France), 3,6% abricots secs (abricots, farine de riz, conservateur: anhydride sulfureux), 3,3% foie gras de canard, oignon, barde de porc, amidon de manioc, blanc d'oeuf, huile de tournesol, Cognac Fine Champagne dénaturé (Cognac Fine Champagne, sel, arôme naturel), miel, sel, poivre, muscade. Traces éventuelles de céréales contenant du gluten et de fruits à coque."
mousse au chocolat noir,,3,e,20,d,37.0,"42% chocolat noir (sucre, pâte de cacao, beurre de cacao), 34% blanc d'œuf, beurre (lait), sel, de Noirmoutier."
Filet de dinde,"Fish‚ Meat‚ Eggs,Meat,Poultry",1,a,-6,c,46.0,100% filet de dinde (Origine France). Produit frais Classe A.
Rillettes du Mans,"Salty snacks,Salty and fatty products",3,e,20,c,48.0,"85% Viande de porc (Origine : France), gras de porc, sel, poivre."
Tenders de Poulet + sauces curry & BBQ,"Composite foods,One-dish meals",4,b,2,d,39.0,"90% aiguillettes de poulet (71% viande de poulet huile de colza, farine de blé, eau, amidon (contient du blé), correcteurs d'acidité : lactate de potassium, acétate de potassium ; sel, farine de riz, dextrose, gluten de blé, épices, amidon modifié de blé, lait écrémé en poudre, farine de blé fermenté, blanc d'oeufs en poudre*, extraits d'épices, lactosérum en poudre (lait), sucre, extrait de levure, arôme naturel d'ail, poudres à lever carbonates de sodium; stabilisateur: diphosphates), 5% sauce barbecue (eau, sucre, vinaigre de vin rouge, vinaigre d'alcool, amidon modifié (maïs cireux), sel, tomate en poudre, sucre caramélisé, huile de colza, épices (contient céleri), sel fumé (sel, fumée de bois dur), épaississant: gomme xanthane), 5 % sauce curry (eau, sucre, purée de pomme, vinaigre d'alcool, jus de pomme concentré, amidon modifié (maïs cireux), huile de colza, épices, 1,9 % curry, sel, tomate en poudre, épaississant gomme xanthane). *d'oeufs de poules élevées en plein air. Tenders Traces éventuelles de soja, de céleri et de moutarde. Sauce barbecue: Traces éventuelles de céréales contenant du gluten, de moutarde et de lait. Sauce curry: Traces éventuelles de céréales contenant du gluten, de céleri, de moutarde et de lait. LIDL"
Hummus mit Kichererbsen und Sesampaste,"Fats and sauces,Dressings and sauces",3,a,0,a-plus,100.0,"54% gekochte Kichererbsen (Kichererbsen', Wasser), Wasser, Rapsöl, 9% Sesampaste, Branntweinessig', Speisesalz, Gewürze¹, Säuerungsmittel: Citronen - säure. laus kontrolliert ökologischem Anbau. Kann Spuren von Eiern, Fisch, glutenhaltigem Getreide, Krebstieren, Milch, Schalenfrüchten, Senf und Sojabohnen enthalten."
Bio hummus getrocknete tomaten,"Fats and sauces,Dressings and sauces",3,b,2,a-plus,100.0,"47% gekochte Kichererbsen (Kichererbsen', Wasser), 14% mari nierte getrocknete Tomaten (9% getrocknete Tomaten', Wasser, Speisesalz), Wasser, Rapsöl', 8,6% Sesampaste¹, Branntweinessig', Speisesalz, Gewürze¹, Säuerungsmittel: Citronensäure. 'aus kontrolliert ökologischem Anbau. Kann Spuren von Eiern, Fisch, glutenhaltigem Getreide, Krebstieren, Milch, Schalenfrüchten, Senf und Soja enthalten."
Paprika houmous,"Fats and sauces,Dressings and sauces",3,c,4,a,78.0,"36% Cooked Chickpeas (Chickpeas, Water), Water, 15% Pepper Paste (Red Peppers, Red Cherry Peppers, Sugar, Spirit Vinegar, Salt), Rapeseed Oil, 7% Broad Bean Protein, 4% Sesame Paste, Spirit Vinegar, Spices, Salt, Lemon Juice, Sugar, Acidity Regulator: Citric Acid. Allergy Advice: For allergens, see ingredients in bold. May also contain Crustaceans, Egg,"
Bio Leberwurst Fein,"Fish‚ Meat‚ Eggs,Processed meat",4,e,23,e,29.0,"51% Schweinefleisch, 22% Schweineleber, Speck, jodietes Speisesalz (Speisesalz, Kaliumiodat), Dextrose, Gewürze, Antioxidationsmittel: Natriumascorbat Konservierungsstoff: Natriumnitrit."
Pistachio cheesecake,"Sugary snacks,Biscuits and cakes",4,e,21,d,41.0,"23% roombereiding (room (melk), magere melk, melkbestanddelen, zout, zuursel), water, suiker, tarwebloem, met gerestaureerd vitamine - en mineralengehalte (tarwe - bloem, calcium, ijzer, nicotinamide (vitamine B3), thiamine (vitamine B1)), slagroom (melk), ei*, palmolie, glucosestroop, koolzaadolie, volkoren tarwemeel, tapiocazetmeel, 1% pistachenoten, invertsuikerstroop, rijsmiddelen: natriumcarbonaten, ammoniumcarbonaten; maisbloem, glucose-fructosestroop, geleermiddel: pectinen; zuurteregelaar: citroenzuur; verdikkings - middelen: xanthaangom, gellangom; emulgator: mono - en diglyceriden van vetzuren** plantenconcentraten met kleurende eigenschappen (brandnetel, spinazie), aroma, conserveer - middel: kaliumsorbaat. *van vrije uitloopeieren. **van plantaardige oorsprong. Kan andere noten (amandel, walnoot. pecannoot. hazelnoot) en pinda's bevatten. Bewaren bij - 18°C."
Extremely Chocolatey Biscuit Selection,"Sugary snacks,Biscuits and cakes",4,e,30,b,60.0,"39% Milk Chocolate (Sugar, Cocoa Butter**, Dried Whole Milk, Cocoa Mass**, Dried Whey Powder (Milk), Dried Skimmed Milk, Emulsifier: Soya Lecithins), Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), 16% Dark Chocolate (Sugar, Cocoa Mass**, Cocoa Butter**, Butter Oil (Milk), Emulsifier: Soya Lecithins; Flavouring), Sugar, Palm Oil, 4% White Chocolate (Sugar, Cocoa Butter**, Dried Skimmed Milk, Butter Oil (Milk), Dried Whole Milk, Emulsifier: Soya Lecithins; Flavouring), Butter (Milk), Glucose Syrup, Palm Kernel Oil, Raising Agents: Ammonium Carbonates, Sodium Carbonates, Diphosphates; Salt, Dextrose, Rolled Oats, Invert Sugar Syrup, Pasteurised Egg, Partially Inverted Refiners Syrup, Dried Whole Milk, Dried Skimmed Milk, Emulsifier: Soya Lecithins; Cocoa Powder**, Flavourings. May also contain Nuts and Peanuts."
Masala houmous,"Fats and sauces,Dressings and sauces",3,b,2,b,73.0,"50% Cooked Chickpeas (Chickpeas, Water), Water, 11% Mango Chutney (Sugar, Mango, Sugarcane Vinegar, Salt, Chilli Powder, Ginger Powder, Garlic Powder), 7% Curry Pastel (Rapeseed Oil, Paprika, Turmeric, Water, Salt, Garlic Purée, Cumin, Coriander, Ginger, Mustard Powder, Acidity Regulator: Citric Acid; Cornflour, White Pepper, Chilli Powder, Oregano), Rapeseed Oil, 4% Sesame Seed Paste, Sugar, 2% Garlic Purée, Concentrated Lemon Juice, Coriander, Salt, Preservative: Potassium Sorbate. Allergy Advice: For allergens, see ingredients in bold. Storage Instructions: Keep refrigerated. Once opened, consume within 2 days and by the use by date. Not suitable for home freezing. Use by: see front of pack. Additional Information: Suitable for Vegetarians and Vegans. Visit us at www.lidl.co.uk or www.lidl.ie."
Bagel Antipasticreme,"Cereals and potatoes,Bread",4,d,14,a,75.0,"50% Weizenkleingebäck mit Sesamauflage (Weizenmehl, Wasser, 2,6% Sesam, Maisgrieß, Zucker, Hefe, Sonnenblumenöl, Weizengluten, Speisesalz, Aroma, Konservierungsstoffe: Calciumpropionat, Sorbinsäure, Kaliumsorbat; Weinessig, Mehlbehandlungsmittel: Ascorbinsäure), 50% Frischkäsezubereitung mit eingelegter Kirschpaprika wärmebehandelt [38,5% Frischkäse wärmebehandelt (Frischkäse, Stärke, Speisesalz, Säuerungsmittel: Citronensäure), Wasser, 2,9% eingelegte Kirschpaprika rot (2,9% Kirschpaprika, Wasser, Zucker, Branntweinessig), Rapsöl, Branntweinessig, Chili, Gewürze, Paprika, modifizierte Stärke, Knoblauchpüree, Speisesalz, Paprikamark (Paprikamark, Säuerungsmittel: Citronensäure), Farbstoff: Paprikaextrakt; Gewürzextrakt, Konservierungsstoff: Kaliumsorbat; Säuerungsmittel: Citronensäure; Verdickungsmittel: Xanthan; Kräuter]"
